order_id,product_id,quantity,unit_price,discount
34,89,4,228.89,0.0
34,91,4,189.69,0.0
35,6,1,49.95,0.0
35,37,4,248.4,0.15
35,92,3,203.19,0.15
36,31,2,128.75,0.15
36,32,2,94.69,0.0
36,7,1,86.33,0.05
36,86,3,158.44,0.15
36,116,4,82.84,0.0
37,42,1,226.4,0.0
37,37,2,248.4,0.1
37,83,1,23.92,0.0
38,2,3,36.95,0.1
39,68,4,62.0,0.0
39,64,2,15.03,0.0
39,114,3,15.92,0.0
39,18,4,146.24,0.15
39,109,3,334.93,0.15
40,110,4,90.48,0.1
40,82,3,309.81,0.0
40,115,4,177.58,0.15
40,52,1,8.87,0.0
40,106,2,44.44,0.05
41,39,1,391.17,0.0
41,75,3,66.25,0.15
41,93,2,95.51,0.0
42,82,3,309.81,0.0
43,117,2,171.89,0.0
43,61,1,69.89,0.1
43,97,4,95.92,0.1
43,69,3,303.67,0.0
43,103,1,82.31,0.0
44,92,4,203.19,0.0
44,75,4,66.25,0.0
45,93,3,95.51,0.0
45,3,2,14.82,0.1
45,51,1,103.56,0.0
46,53,2,64.96,0.15
46,24,4,6.44,0.0
46,99,4,6.31,0.05
47,68,1,62.0,0.0
47,17,3,119.1,0.05
47,94,4,152.29,0.1
47,29,4,62.24,0.0
48,5,4,210.97,0.1
49,32,1,94.69,0.05
50,30,3,432.29,0.1
50,105,3,98.58,0.0
50,118,3,105.29,0.0
51,81,4,199.53,0.1
51,87,4,139.22,0.0
52,61,2,69.89,0.05
52,31,1,128.75,0.1
52,109,4,334.93,0.05
52,29,2,62.24,0.05
52,39,2,391.17,0.0
53,7,4,86.33,0.15
53,35,1,326.86,0.0
54,28,2,94.22,0.15
55,91,3,189.69,0.0
55,27,4,260.27,0.05
55,51,3,103.56,0.0
55,118,3,105.29,0.0
55,31,4,128.75,0.05
56,3,4,14.82,0.0
56,34,2,87.0,0.0
57,93,4,95.51,0.0
57,83,3,23.92,0.0
57,95,2,172.43,0.15
57,63,4,198.88,0.0
58,108,2,12.63,0.0
58,81,2,199.53,0.0
59,117,1,171.89,0.1
59,62,4,84.46,0.0
59,85,1,21.51,0.1
59,63,3,198.88,0.1
59,3,3,14.82,0.0
60,35,1,326.86,0.0
60,102,4,42.75,0.05
60,51,2,103.56,0.15
61,49,1,323.27,0.15
61,71,2,458.78,0.0
61,61,4,69.89,0.05
61,8,3,55.63,0.1
62,116,4,82.84,0.0
62,112,1,111.9,0.0
63,119,3,22.12,0.0
63,109,2,334.93,0.1
64,43,1,194.97,0.1
64,50,3,63.25,0.0
64,97,1,95.92,0.05
64,95,2,172.43,0.0
64,18,3,146.24,0.1
65,56,4,89.71,0.0
65,24,3,6.44,0.0
65,88,1,209.33,0.0
65,75,3,66.25,0.0
66,47,2,34.73,0.0
66,98,2,19.56,0.05
66,35,4,326.86,0.1
66,14,4,9.1,0.0
67,111,3,166.92,0.05
67,50,4,63.25,0.0
67,2,2,36.95,0.1
68,36,1,128.92,0.0
68,54,3,29.0,0.0
68,39,4,391.17,0.1
68,62,2,84.46,0.05
69,57,2,83.71,0.0
69,43,3,194.97,0.1
69,56,2,89.71,0.05
70,42,3,226.4,0.05
70,49,3,323.27,0.0
71,4,4,176.28,0.0
71,94,1,152.29,0.05
71,60,4,164.51,0.0
71,91,3,189.69,0.0
71,27,3,260.27,0.15
72,69,4,303.67,0.1
72,65,1,58.76,0.0
72,119,1,22.12,0.0
72,118,2,105.29,0.15
73,102,1,42.75,0.0
73,56,3,89.71,0.0
73,14,2,9.1,0.05
74,15,2,73.11,0.0
75,41,1,20.64,0.0
75,9,3,92.79,0.15
75,39,1,391.17,0.15
75,6,2,49.95,0.15
76,24,4,6.44,0.05
76,82,1,309.81,0.15
77,74,1,124.34,0.1
78,77,4,113.8,0.1
78,50,1,63.25,0.0
78,79,3,128.37,0.05
79,48,2,41.3,0.1
79,89,4,228.89,0.05
80,72,4,76.53,0.0
80,22,2,442.39,0.0
81,63,2,198.88,0.0
82,22,2,442.39,0.0
82,11,1,218.49,0.0
82,73,2,196.52,0.1
82,4,3,176.28,0.0
83,106,4,44.44,0.1
83,47,2,34.73,0.05
83,70,1,117.08,0.15
83,97,2,95.92,0.0
83,6,1,49.95,0.05
84,89,4,228.89,0.0
84,45,2,115.78,0.0
84,111,2,166.92,0.0
84,91,3,189.69,0.1
84,79,3,128.37,0.1
85,18,4,146.24,0.0
86,63,3,198.88,0.15
86,19,4,95.69,0.05
86,74,4,124.34,0.0
86,81,1,199.53,0.05
87,82,1,309.81,0.1
87,86,4,158.44,0.0
87,90,4,95.93,0.0
87,46,4,109.92,0.0
88,6,1,49.95,0.15
89,113,3,185.96,0.0
89,84,3,91.45,0.0
90,7,3,86.33,0.15
90,51,2,103.56,0.05
91,2,1,36.95,0.05
91,90,2,95.93,0.05
91,44,1,181.02,0.0
91,105,4,98.58,0.0
92,83,2,23.92,0.0
92,87,1,139.22,0.1
93,12,1,39.39,0.0
93,115,1,177.58,0.1
94,77,1,113.8,0.15
94,93,3,95.51,0.0
94,78,2,103.04,0.15
94,37,4,248.4,0.0
94,100,1,7.93,0.0
95,47,3,34.73,0.0
96,9,1,92.79,0.05
96,2,3,36.95,0.15
96,34,4,87.0,0.05
96,28,4,94.22,0.0
96,6,2,49.95,0.0
97,82,1,309.81,0.0
97,98,4,19.56,0.15
97,107,2,17.74,0.0
97,84,2,91.45,0.0
97,88,4,209.33,0.0
98,91,2,189.69,0.15
99,22,3,442.39,0.15
99,48,1,41.3,0.0
99,17,3,119.1,0.05
100,47,2,34.73,0.0
100,8,2,55.63,0.0
100,64,1,15.03,0.1
100,110,1,90.48,0.0
100,73,1,196.52,0.0
101,71,4,458.78,0.0
102,74,3,124.34,0.0
103,42,4,226.4,0.0
103,12,3,39.39,0.0
103,71,3,458.78,0.1
104,98,4,19.56,0.0
104,102,2,42.75,0.1
104,32,3,94.69,0.15
104,20,1,104.44,0.0
104,1,1,173.31,0.15
105,92,1,203.19,0.0
105,36,2,128.92,0.1
106,75,1,66.25,0.1
107,56,2,89.71,0.0
108,10,2,20.11,0.1
108,26,1,144.67,0.0
109,58,4,247.78,0.0
109,40,1,130.65,0.0
110,6,2,49.95,0.0
110,28,2,94.22,0.0
110,107,4,17.74,0.1
110,110,1,90.48,0.15
110,42,3,226.4,0.0
111,16,1,41.29,0.0
111,2,2,36.95,0.0
112,116,4,82.84,0.0
112,83,1,23.92,0.0
113,56,1,89.71,0.05
113,106,4,44.44,0.0
113,93,3,95.51,0.0
113,51,2,103.56,0.0
113,64,3,15.03,0.05
114,12,3,39.39,0.05
115,101,4,172.44,0.0
115,92,3,203.19,0.05
115,46,3,109.92,0.0
115,62,1,84.46,0.0
116,68,2,62.0,0.0
116,46,1,109.92,0.0
116,99,2,6.31,0.0
116,75,1,66.25,0.0
117,4,2,176.28,0.1
117,91,2,189.69,0.05
117,90,3,95.93,0.0
117,46,4,109.92,0.0
117,73,1,196.52,0.0
118,44,2,181.02,0.0
118,92,1,203.19,0.0
119,48,4,41.3,0.1
120,84,3,91.45,0.0
120,41,2,20.64,0.05
120,23,3,14.37,0.15
120,91,3,189.69,0.0
121,118,2,105.29,0.15
121,104,1,40.35,0.05
121,79,2,128.37,0.0
122,58,2,247.78,0.0
122,2,1,36.95,0.0
122,34,3,87.0,0.0
123,45,4,115.78,0.1
123,70,2,117.08,0.0
123,49,4,323.27,0.0
123,13,1,26.95,0.0
124,115,4,177.58,0.15
124,12,1,39.39,0.05
124,44,2,181.02,0.1
124,77,4,113.8,0.0
124,79,1,128.37,0.0
125,39,1,391.17,0.05
125,31,4,128.75,0.0
125,13,1,26.95,0.0
126,27,2,260.27,0.15
127,12,4,39.39,0.0
127,83,3,23.92,0.05
127,70,3,117.08,0.0
128,11,3,218.49,0.1
129,88,2,209.33,0.05
129,111,3,166.92,0.0
129,120,4,109.63,0.15
129,61,1,69.89,0.1
129,74,2,124.34,0.0
130,26,3,144.67,0.0
130,106,1,44.44,0.0
130,81,4,199.53,0.1
130,19,4,95.69,0.1
131,15,1,73.11,0.0
131,54,1,29.0,0.0
131,20,3,104.44,0.05
131,19,3,95.69,0.05
132,5,3,210.97,0.15
132,51,2,103.56,0.0
132,114,4,15.92,0.0
132,113,3,185.96,0.0
133,18,4,146.24,0.0
133,39,3,391.17,0.15
134,112,2,111.9,0.0
134,48,3,41.3,0.15
134,106,4,44.44,0.0
134,8,1,55.63,0.0
134,66,2,16.2,0.0
135,65,1,58.76,0.15
135,51,1,103.56,0.0
135,82,3,309.81,0.05
135,119,4,22.12,0.0
136,37,1,248.4,0.05
137,66,1,16.2,0.05
137,3,2,14.82,0.15
137,111,2,166.92,0.1
137,100,1,7.93,0.0
138,39,4,391.17,0.1
138,87,1,139.22,0.0
138,67,3,47.51,0.1
138,106,3,44.44,0.0
139,25,2,86.9,0.0
139,20,4,104.44,0.15
139,67,3,47.51,0.15
140,75,2,66.25,0.0
141,108,2,12.63,0.0
141,85,1,21.51,0.05
142,29,3,62.24,0.05
142,96,3,102.11,0.0
142,112,3,111.9,0.1
143,10,1,20.11,0.15
143,61,4,69.89,0.1
143,114,3,15.92,0.05
143,25,1,86.9,0.0
143,65,2,58.76,0.0
144,43,1,194.97,0.0
144,81,4,199.53,0.0
144,23,2,14.37,0.0
144,41,2,20.64,0.05
145,69,2,303.67,0.15
146,40,4,130.65,0.1
146,17,3,119.1,0.0
146,14,1,9.1,0.0
147,46,4,109.92,0.0
147,97,2,95.92,0.0
147,25,2,86.9,0.0
147,22,1,442.39,0.1
148,49,3,323.27,0.1
149,49,4,323.27,0.15
149,16,2,41.29,0.0
149,71,1,458.78,0.0
149,33,4,108.5,0.15
150,66,1,16.2,0.0
151,46,4,109.92,0.0
151,91,2,189.69,0.0
152,107,4,17.74,0.0
153,34,1,87.0,0.0
153,60,1,164.51,0.0
153,7,3,86.33,0.15
154,43,4,194.97,0.1
154,46,3,109.92,0.15
155,103,2,82.31,0.0
155,54,2,29.0,0.15
155,84,1,91.45,0.0
155,114,1,15.92,0.05
156,62,4,84.46,0.0
156,118,4,105.29,0.05
157,99,2,6.31,0.15
157,96,3,102.11,0.1
157,74,1,124.34,0.05
157,93,2,95.51,0.05
157,73,3,196.52,0.15
158,7,4,86.33,0.05
158,2,2,36.95,0.0
158,83,4,23.92,0.0
158,120,2,109.63,0.0
158,21,3,17.94,0.0
159,58,1,247.78,0.05
159,12,1,39.39,0.0
159,110,4,90.48,0.05
159,64,1,15.03,0.1
159,41,1,20.64,0.0
160,109,3,334.93,0.1
160,59,4,246.11,0.15
161,71,1,458.78,0.0
161,67,2,47.51,0.05
161,48,2,41.3,0.15
162,92,1,203.19,0.05
162,44,1,181.02,0.15
163,108,2,12.63,0.15
163,75,2,66.25,0.15
163,62,2,84.46,0.0
163,119,4,22.12,0.15
164,78,2,103.04,0.0
164,118,4,105.29,0.0
164,89,3,228.89,0.05
164,98,2,19.56,0.0
165,81,3,199.53,0.15
165,28,3,94.22,0.15
165,26,2,144.67,0.15
165,27,2,260.27,0.1
165,80,3,98.07,0.15
166,37,1,248.4,0.1
166,113,1,185.96,0.0
166,109,4,334.93,0.0
166,55,1,453.51,0.15
166,104,1,40.35,0.0
167,5,2,210.97,0.15
167,46,4,109.92,0.0
167,105,3,98.58,0.15
167,58,1,247.78,0.05
167,14,4,9.1,0.05
168,107,3,17.74,0.1
168,29,2,62.24,0.15
168,117,2,171.89,0.0
168,82,4,309.81,0.0
169,75,3,66.25,0.0
169,109,3,334.93,0.05
170,63,3,198.88,0.0
170,102,3,42.75,0.1
170,74,2,124.34,0.0
171,85,3,21.51,0.0
171,43,3,194.97,0.0
172,118,3,105.29,0.05
172,80,1,98.07,0.05
172,32,3,94.69,0.1
172,6,3,49.95,0.0
172,88,3,209.33,0.1
173,42,1,226.4,0.0
173,66,2,16.2,0.1
174,83,2,23.92,0.0
174,105,4,98.58,0.15
174,10,3,20.11,0.0
174,96,1,102.11,0.0
175,56,1,89.71,0.1
175,41,1,20.64,0.15
175,3,1,14.82,0.15
175,50,1,63.25,0.15
176,49,1,323.27,0.05
176,51,2,103.56,0.1
176,106,2,44.44,0.0
176,85,4,21.51,0.1
177,71,2,458.78,0.0
178,28,2,94.22,0.0
178,53,2,64.96,0.0
178,116,3,82.84,0.0
179,38,1,18.01,0.0
180,37,1,248.4,0.0
181,47,1,34.73,0.0
181,104,2,40.35,0.0
181,41,4,20.64,0.0
181,55,3,453.51,0.0
181,22,3,442.39,0.05
182,11,2,218.49,0.1
182,108,2,12.63,0.0
182,36,1,128.92,0.15
182,110,1,90.48,0.0
182,106,1,44.44,0.1
183,61,4,69.89,0.0
183,84,3,91.45,0.0
183,100,4,7.93,0.1
183,20,1,104.44,0.05
183,47,3,34.73,0.1
184,85,4,21.51,0.0
184,112,1,111.9,0.0
184,19,4,95.69,0.0
184,95,1,172.43,0.0
184,94,3,152.29,0.0
185,113,1,185.96,0.15
185,6,3,49.95,0.15
185,84,3,91.45,0.1
185,42,2,226.4,0.05
186,63,1,198.88,0.1
186,102,2,42.75,0.05
186,62,2,84.46,0.0
187,85,2,21.51,0.05
188,32,1,94.69,0.0
189,67,1,47.51,0.15
189,52,3,8.87,0.0
190,102,2,42.75,0.1
190,75,3,66.25,0.0
191,111,2,166.92,0.1
191,117,1,171.89,0.0
191,65,4,58.76,0.1
191,88,1,209.33,0.1
191,54,1,29.0,0.0
192,67,1,47.51,0.15
192,54,4,29.0,0.0
192,48,4,41.3,0.05
192,112,3,111.9,0.1
193,53,1,64.96,0.1
193,33,1,108.5,0.1
193,25,1,86.9,0.05
193,1,2,173.31,0.15
193,91,3,189.69,0.05
194,47,2,34.73,0.05
194,79,4,128.37,0.0
194,36,3,128.92,0.1
194,88,4,209.33,0.0
194,51,3,103.56,0.1
195,13,4,26.95,0.0
195,28,1,94.22,0.0
196,48,1,41.3,0.15
196,11,4,218.49,0.05
197,26,3,144.67,0.0
198,21,1,17.94,0.0
199,118,1,105.29,0.1
200,59,4,246.11,0.1
200,120,1,109.63,0.0
201,33,3,108.5,0.15
201,113,4,185.96,0.05
201,69,4,303.67,0.0
201,105,3,98.58,0.05
201,102,4,42.75,0.1
202,87,2,139.22,0.0
202,90,4,95.93,0.0
203,10,2,20.11,0.05
203,71,3,458.78,0.0
203,120,2,109.63,0.1
204,27,2,260.27,0.1
204,30,3,432.29,0.0
204,26,1,144.67,0.0
205,41,3,20.64,0.05
205,64,2,15.03,0.1
205,115,3,177.58,0.05
205,113,2,185.96,0.1
205,74,2,124.34,0.0
206,90,4,95.93,0.0
207,24,2,6.44,0.0
207,71,4,458.78,0.1
207,34,3,87.0,0.0
208,58,2,247.78,0.1
208,24,2,6.44,0.0
208,74,3,124.34,0.0
209,54,2,29.0,0.15
209,64,3,15.03,0.05
210,61,1,69.89,0.05
210,108,3,12.63,0.0
210,81,3,199.53,0.0
211,84,3,91.45,0.0
211,69,4,303.67,0.15
211,23,4,14.37,0.0
211,100,4,7.93,0.1
211,37,3,248.4,0.05
212,11,2,218.49,0.0
213,100,4,7.93,0.05
213,111,2,166.92,0.0
213,47,1,34.73,0.0
213,96,2,102.11,0.15
214,7,1,86.33,0.0
214,4,3,176.28,0.1
214,99,2,6.31,0.0
214,51,4,103.56,0.0
214,68,2,62.0,0.0
215,111,4,166.92,0.05
215,118,3,105.29,0.1
215,42,4,226.4,0.0
216,81,4,199.53,0.1
216,96,3,102.11,0.0
216,82,4,309.81,0.1
216,113,2,185.96,0.0
217,45,4,115.78,0.1
217,37,1,248.4,0.15
218,71,3,458.78,0.0
219,29,2,62.24,0.1
219,34,3,87.0,0.0
219,11,3,218.49,0.05
219,55,2,453.51,0.0
220,25,1,86.9,0.1
220,42,1,226.4,0.0
220,3,1,14.82,0.0
220,20,3,104.44,0.0
221,48,1,41.3,0.0
221,60,1,164.51,0.0
221,90,1,95.93,0.0
221,102,4,42.75,0.0
222,50,4,63.25,0.0
222,99,1,6.31,0.0
223,61,3,69.89,0.0
223,50,2,63.25,0.15
224,111,2,166.92,0.0
225,2,4,36.95,0.15
225,6,2,49.95,0.0
226,8,3,55.63,0.15
227,72,3,76.53,0.05
227,101,2,172.44,0.0
227,83,4,23.92,0.0
228,73,3,196.52,0.0
228,24,4,6.44,0.0
229,100,4,7.93,0.15
230,105,4,98.58,0.1
230,50,2,63.25,0.1
230,25,3,86.9,0.0
230,68,4,62.0,0.15
230,88,3,209.33,0.0
231,14,2,9.1,0.0
231,63,1,198.88,0.1
232,84,1,91.45,0.05
232,63,1,198.88,0.0
233,10,1,20.11,0.0
233,28,2,94.22,0.1
233,67,4,47.51,0.0
234,96,3,102.11,0.15
234,14,4,9.1,0.15
234,99,4,6.31,0.0
234,82,2,309.81,0.0
235,71,3,458.78,0.05
235,42,4,226.4,0.15
235,109,3,334.93,0.1
236,58,1,247.78,0.0
236,51,1,103.56,0.1
236,1,2,173.31,0.0
236,93,1,95.51,0.0
237,66,1,16.2,0.0
237,72,4,76.53,0.0
237,74,2,124.34,0.0
237,119,3,22.12,0.0
237,20,2,104.44,0.0
238,23,1,14.37,0.1
238,63,3,198.88,0.0
238,106,4,44.44,0.0
238,116,1,82.84,0.0
239,82,4,309.81,0.0
240,7,4,86.33,0.05
240,87,1,139.22,0.0
241,52,2,8.87,0.0
241,34,4,87.0,0.1
241,11,2,218.49,0.05
241,65,4,58.76,0.15
241,56,2,89.71,0.1
242,86,4,158.44,0.05
243,79,4,128.37,0.1
243,106,2,44.44,0.05
243,103,1,82.31,0.0
244,2,1,36.95,0.0
244,44,4,181.02,0.05
244,89,1,228.89,0.0
245,71,2,458.78,0.15
245,62,1,84.46,0.05
245,80,1,98.07,0.0
246,9,4,92.79,0.15
247,66,3,16.2,0.05
247,91,1,189.69,0.0
247,13,2,26.95,0.1
247,116,4,82.84,0.1
248,46,2,109.92,0.1
248,81,3,199.53,0.0
248,39,3,391.17,0.05
249,20,4,104.44,0.15
249,44,2,181.02,0.0
250,54,2,29.0,0.05
250,31,3,128.75,0.1
251,111,3,166.92,0.15
251,18,2,146.24,0.05
252,94,3,152.29,0.05
252,4,4,176.28,0.0
253,79,2,128.37,0.0
253,35,1,326.86,0.0
253,78,1,103.04,0.15
253,73,4,196.52,0.0
253,30,4,432.29,0.15
254,98,4,19.56,0.0
254,2,2,36.95,0.0
254,119,1,22.12,0.0
254,35,4,326.86,0.1
255,93,1,95.51,0.1
255,41,1,20.64,0.05
255,51,4,103.56,0.0
255,79,2,128.37,0.1
256,114,3,15.92,0.05
256,39,2,391.17,0.05
256,100,3,7.93,0.1
256,106,1,44.44,0.15
257,18,1,146.24,0.0
257,51,4,103.56,0.1
257,53,2,64.96,0.05
257,42,1,226.4,0.0
257,58,3,247.78,0.15
258,94,2,152.29,0.05
258,102,4,42.75,0.0
258,66,2,16.2,0.0
258,79,2,128.37,0.0
259,81,2,199.53,0.0
259,24,1,6.44,0.1
259,16,3,41.29,0.0
260,113,4,185.96,0.05
260,64,4,15.03,0.05
260,31,1,128.75,0.1
260,28,1,94.22,0.0
260,76,3,126.97,0.1
261,108,1,12.63,0.0
261,78,1,103.04,0.05
261,39,2,391.17,0.0
261,43,3,194.97,0.1
261,118,2,105.29,0.05
262,108,4,12.63,0.0
262,71,1,458.78,0.15
262,9,3,92.79,0.0
262,38,4,18.01,0.1
263,12,3,39.39,0.05
263,62,3,84.46,0.0
263,93,3,95.51,0.0
263,89,4,228.89,0.1
263,78,4,103.04,0.05
264,1,1,173.31,0.05
264,16,1,41.29,0.15
265,82,2,309.81,0.15
266,44,1,181.02,0.0
266,51,2,103.56,0.0
266,93,3,95.51,0.15
267,81,3,199.53,0.05
267,59,4,246.11,0.15
268,74,3,124.34,0.0
268,88,1,209.33,0.0
269,77,3,113.8,0.15
269,15,3,73.11,0.15
270,28,2,94.22,0.0
270,68,3,62.0,0.0
270,39,2,391.17,0.0
271,40,1,130.65,0.1
271,100,2,7.93,0.0
271,42,1,226.4,0.05
271,19,4,95.69,0.15
271,99,1,6.31,0.0
272,43,4,194.97,0.0
273,26,3,144.67,0.1
273,25,3,86.9,0.05
273,37,1,248.4,0.0
274,45,3,115.78,0.1
274,71,2,458.78,0.0
274,41,1,20.64,0.0
274,35,3,326.86,0.1
274,19,4,95.69,0.0
275,51,4,103.56,0.1
275,23,3,14.37,0.0
275,91,3,189.69,0.0
275,77,1,113.8,0.05
276,61,3,69.89,0.0
276,30,4,432.29,0.0
276,29,3,62.24,0.0
276,19,4,95.69,0.05
277,74,1,124.34,0.0
277,17,1,119.1,0.0
277,66,4,16.2,0.05
277,14,4,9.1,0.0
277,52,2,8.87,0.1
278,73,2,196.52,0.0
278,101,1,172.44,0.15
278,44,4,181.02,0.0
278,70,4,117.08,0.0
279,99,1,6.31,0.0
279,105,2,98.58,0.0
279,49,1,323.27,0.0
279,42,2,226.4,0.05
279,64,3,15.03,0.05
280,92,1,203.19,0.1
280,118,4,105.29,0.0
280,45,3,115.78,0.0
280,12,3,39.39,0.1
281,15,1,73.11,0.0
281,111,4,166.92,0.15
281,37,4,248.4,0.15
282,72,3,76.53,0.05
282,50,2,63.25,0.0
283,18,4,146.24,0.05
283,11,4,218.49,0.1
283,83,2,23.92,0.05
283,104,4,40.35,0.1
284,92,3,203.19,0.05
284,65,3,58.76,0.0
285,110,1,90.48,0.1
285,97,1,95.92,0.0
285,100,4,7.93,0.15
285,36,1,128.92,0.15
285,60,3,164.51,0.1
286,46,1,109.92,0.15
286,103,3,82.31,0.15
286,38,3,18.01,0.0
286,22,4,442.39,0.1
287,65,3,58.76,0.0
287,10,2,20.11,0.1
288,85,3,21.51,0.0
288,58,3,247.78,0.15
289,108,4,12.63,0.05
289,64,2,15.03,0.15
290,7,1,86.33,0.0
290,83,2,23.92,0.05
290,34,4,87.0,0.05
291,112,4,111.9,0.05
291,56,3,89.71,0.1
291,2,1,36.95,0.0
291,37,3,248.4,0.05
291,119,3,22.12,0.0
292,94,2,152.29,0.1
292,87,3,139.22,0.15
293,14,3,9.1,0.0
293,88,2,209.33,0.0
293,58,1,247.78,0.1
293,45,1,115.78,0.0
293,29,2,62.24,0.1
294,115,2,177.58,0.0
294,15,3,73.11,0.05
295,36,1,128.92,0.05
296,119,2,22.12,0.15
296,26,4,144.67,0.0
296,79,2,128.37,0.1
296,51,4,103.56,0.0
297,3,1,14.82,0.0
297,115,4,177.58,0.0
297,64,2,15.03,0.15
297,20,3,104.44,0.05
298,70,2,117.08,0.0
299,47,3,34.73,0.0
300,115,3,177.58,0.05
300,14,1,9.1,0.15
300,81,4,199.53,0.15
300,89,2,228.89,0.0
301,83,4,23.92,0.0
301,40,1,130.65,0.0
301,64,1,15.03,0.0
301,69,1,303.67,0.05
301,107,1,17.74,0.0
302,61,1,69.89,0.0
303,9,2,92.79,0.0
303,105,2,98.58,0.05
303,14,3,9.1,0.15
303,15,4,73.11,0.0
303,64,1,15.03,0.15
304,22,2,442.39,0.05
304,90,2,95.93,0.1
304,48,1,41.3,0.0
304,71,1,458.78,0.15
305,114,4,15.92,0.15
305,37,2,248.4,0.0
305,54,2,29.0,0.15
305,89,3,228.89,0.1
305,104,4,40.35,0.05
306,45,2,115.78,0.0
306,54,1,29.0,0.1
306,1,1,173.31,0.1
307,36,2,128.92,0.0
307,7,2,86.33,0.15
308,56,3,89.71,0.1
308,33,4,108.5,0.0
309,93,3,95.51,0.05
309,57,2,83.71,0.15
310,49,2,323.27,0.0
310,115,4,177.58,0.1
311,59,2,246.11,0.15
311,93,3,95.51,0.0
312,59,3,246.11,0.0
312,54,3,29.0,0.1
312,22,2,442.39,0.15
312,98,2,19.56,0.1
313,36,2,128.92,0.0
313,2,3,36.95,0.05
313,94,2,152.29,0.1
313,55,2,453.51,0.1
314,62,1,84.46,0.05
314,104,4,40.35,0.0
314,103,1,82.31,0.1
314,90,1,95.93,0.15
315,21,1,17.94,0.05
315,91,4,189.69,0.0
315,59,4,246.11,0.0
316,5,2,210.97,0.15
316,38,1,18.01,0.1
316,55,3,453.51,0.15
316,97,1,95.92,0.1
316,35,3,326.86,0.0
317,72,2,76.53,0.0
318,97,2,95.92,0.0
318,96,3,102.11,0.0
319,58,1,247.78,0.05
319,63,3,198.88,0.05
319,65,3,58.76,0.15
320,14,2,9.1,0.0
321,81,2,199.53,0.05
321,3,3,14.82,0.05
321,38,4,18.01,0.15
321,54,1,29.0,0.0
321,88,2,209.33,0.0
322,76,4,126.97,0.05
322,86,3,158.44,0.1
322,90,2,95.93,0.0
322,68,2,62.0,0.0
323,80,2,98.07,0.15
323,119,3,22.12,0.0
324,48,1,41.3,0.15
324,24,3,6.44,0.0
324,27,2,260.27,0.0
325,59,3,246.11,0.0
325,119,1,22.12,0.15
326,115,2,177.58,0.1
326,38,4,18.01,0.0
326,97,1,95.92,0.15
326,74,4,124.34,0.0
327,8,2,55.63,0.1
