order_id,customer_id,order_date,status
117,122,2025-07-20 23:44:00,delivered
118,270,2025-06-11 10:58:00,delivered
119,397,2024-12-14 16:55:00,delivered
120,70,2025-11-06 23:27:00,delivered
121,436,2025-11-11 18:02:00,shipped
122,164,2025-01-21 02:52:00,delivered
123,376,2025-05-20 05:56:00,delivered
124,38,2025-04-19 12:10:00,delivered
125,357,2025-07-08 23:34:00,delivered
126,422,2025-08-11 19:30:00,shipped
127,433,2024-12-17 12:30:00,delivered
128,239,2025-03-14 08:36:00,shipped
129,284,2024-11-01 12:52:00,delivered
130,414,2025-02-05 01:27:00,shipped
131,470,2025-10-11 22:39:00,delivered
132,20,2025-01-24 12:09:00,delivered
133,432,2025-06-16 22:43:00,shipped
134,97,2025-05-29 13:47:00,delivered
135,26,2025-10-23 22:12:00,delivered
136,177,2025-01-19 08:47:00,delivered
137,439,2025-02-21 07:43:00,delivered
138,217,2025-10-17 11:29:00,delivered
139,142,2025-08-05 08:16:00,delivered
140,152,2025-03-12 13:25:00,delivered
141,465,2025-10-28 11:32:00,delivered
142,485,2025-08-17 10:41:00,shipped
143,241,2024-10-24 20:37:00,delivered
144,74,2025-04-08 22:11:00,delivered
145,325,2025-05-24 13:30:00,delivered
146,10,2025-08-16 20:46:00,delivered
147,223,2025-10-15 04:21:00,cancelled
148,259,2025-01-22 11:45:00,delivered
149,335,2025-10-01 01:44:00,shipped
150,319,2025-07-25 04:26:00,delivered
151,312,2025-02-09 08:53:00,delivered
152,170,2025-02-28 00:42:00,shipped
153,371,2025-08-30 08:41:00,delivered
154,49,2025-10-05 01:00:00,delivered
155,59,2025-05-13 14:17:00,delivered
156,93,2025-07-26 11:39:00,placed
157,24,2024-11-03 20:20:00,placed
158,347,2025-08-05 04:53:00,delivered
159,207,2025-09-25 02:29:00,delivered
160,336,2025-08-14 10:23:00,delivered
161,389,2025-08-10 00:21:00,delivered
162,97,2024-12-21 12:13:00,delivered
163,494,2025-06-19 16:47:00,placed
164,308,2025-07-25 10:32:00,delivered
165,432,2025-08-23 10:45:00,delivered
166,299,2025-07-13 21:45:00,delivered
167,75,2025-10-02 22:50:00,delivered
168,381,2025-03-08 19:55:00,delivered
169,194,2024-10-09 08:35:00,delivered
170,306,2024-10-21 20:39:00,delivered
171,279,2025-07-02 02:22:00,delivered
172,59,2025-08-13 14:15:00,cancelled
173,412,2025-06-22 15:02:00,delivered
174,443,2025-08-18 03:13:00,delivered
175,295,2025-09-27 08:26:00,delivered
176,149,2025-09-17 09:38:00,shipped
177,153,2025-08-16 23:41:00,delivered
178,276,2025-07-05 02:19:00,delivered
179,436,2025-09-07 17:29:00,delivered
180,488,2025-04-14 04:42:00,delivered
181,316,2025-08-11 22:37:00,shipped
182,397,2025-04-03 17:06:00,shipped
183,465,2024-10-04 08:34:00,delivered
184,388,2025-06-24 14:10:00,shipped
185,266,2025-10-20 11:24:00,delivered
186,265,2025-03-08 07:33:00,delivered
187,109,2025-01-10 05:23:00,delivered
188,246,2025-02-15 05:41:00,delivered
189,457,2025-07-14 01:10:00,delivered
190,445,2025-06-13 07:53:00,delivered
191,118,2025-05-04 04:06:00,placed
192,247,2025-08-11 19:34:00,delivered
193,245,2025-09-11 02:18:00,delivered
194,334,2025-07-18 08:54:00,delivered
195,438,2025-10-08 03:47:00,delivered
196,242,2025-10-25 13:05:00,shipped
197,485,2025-09-13 05:40:00,delivered
198,315,2025-01-22 01:23:00,delivered
199,208,2025-07-18 16:00:00,delivered
200,178,2025-11-03 08:14:00,delivered
201,287,2024-11-12 09:21:00,cancelled
202,442,2024-09-21 03:16:00,shipped
203,128,2025-03-25 12:43:00,delivered
204,256,2025-09-03 07:47:00,delivered
205,392,2025-10-06 01:54:00,delivered
206,258,2025-04-21 21:49:00,shipped
207,195,2025-07-17 10:23:00,delivered
208,215,2025-08-23 11:23:00,delivered
209,410,2025-11-02 04:30:00,delivered
210,204,2024-12-05 05:03:00,delivered
211,63,2025-04-23 21:38:00,shipped
212,216,2025-08-02 18:25:00,delivered
213,364,2025-03-16 20:25:00,delivered
214,204,2024-12-08 02:59:00,delivered
215,68,2025-06-28 05:01:00,placed
216,497,2025-10-30 17:11:00,delivered
217,134,2025-01-14 00:00:00,delivered
218,393,2025-05-25 09:38:00,delivered
219,128,2025-01-19 23:41:00,delivered
220,327,2025-06-03 14:17:00,delivered
221,78,2024-08-30 06:21:00,delivered
222,419,2025-05-05 00:07:00,cancelled
223,236,2025-09-02 03:33:00,delivered
224,130,2025-06-12 09:12:00,delivered
225,86,2025-09-19 18:07:00,delivered
226,47,2025-08-19 10:59:00,cancelled
227,79,2025-08-23 03:08:00,delivered
228,362,2025-05-27 09:34:00,delivered
229,231,2025-03-29 08:34:00,delivered
230,398,2025-07-29 10:46:00,shipped
231,23,2025-09-30 04:11:00,delivered
232,26,2025-04-29 19:45:00,shipped
233,422,2025-07-28 16:02:00,delivered
234,292,2025-07-31 05:35:00,delivered
235,274,2025-11-12 14:59:00,delivered
236,193,2025-09-11 23:16:00,delivered
237,396,2025-09-27 22:52:00,delivered
238,292,2025-10-23 23:04:00,delivered
239,446,2025-09-12 23:41:00,delivered
240,277,2025-07-11 10:32:00,delivered
241,68,2025-04-16 15:36:00,delivered
242,398,2025-05-24 21:59:00,delivered
243,177,2025-07-21 00:49:00,delivered
244,58,2025-09-03 07:39:00,cancelled
245,108,2025-09-04 06:13:00,delivered
246,405,2025-08-22 08:03:00,delivered
247,150,2025-10-09 20:24:00,delivered
248,171,2025-06-15 23:10:00,placed
249,456,2025-11-12 00:35:00,cancelled
250,374,2025-05-06 21:39:00,delivered
251,106,2025-08-08 18:34:00,delivered
252,35,2025-07-09 23:07:00,shipped
253,78,2025-09-15 03:08:00,shipped
254,252,2025-06-10 05:12:00,delivered
255,219,2025-05-15 01:38:00,delivered
256,265,2025-09-11 01:12:00,delivered
257,47,2025-08-30 03:11:00,delivered
258,362,2025-06-01 11:05:00,delivered
259,215,2025-04-04 23:49:00,cancelled
260,235,2025-06-18 15:34:00,delivered
261,29,2025-08-09 01:09:00,delivered
262,166,2025-04-30 12:52:00,shipped
263,314,2024-10-29 18:46:00,cancelled
264,414,2025-01-29 19:14:00,delivered
265,24,2025-04-15 17:51:00,delivered
266,154,2025-06-21 10:49:00,placed
267,246,2025-10-22 01:41:00,shipped
268,290,2025-08-30 10:35:00,delivered
269,321,2025-07-01 05:36:00,delivered
270,255,2025-10-12 11:28:00,delivered
271,464,2025-06-19 06:21:00,cancelled
272,160,2025-10-26 21:54:00,delivered
273,12,2025-07-15 09:40:00,delivered
274,8,2025-11-02 17:32:00,shipped
275,463,2025-08-15 03:24:00,shipped
276,50,2025-06-03 21:41:00,delivered
277,180,2025-06-11 05:18:00,delivered
278,175,2025-02-14 22:37:00,delivered
279,490,2025-05-15 19:06:00,delivered
280,154,2025-07-13 21:19:00,cancelled
281,496,2024-10-24 22:35:00,delivered
282,223,2025-07-05 21:11:00,delivered
283,332,2024-09-01 23:56:00,delivered
284,96,2025-05-22 00:36:00,delivered
285,58,2025-07-16 22:05:00,shipped
286,241,2025-06-02 15:36:00,delivered
287,415,2025-09-03 00:18:00,delivered
288,380,2024-12-14 05:58:00,delivered
289,176,2025-11-09 04:38:00,cancelled
290,226,2025-08-31 05:13:00,delivered
291,195,2025-08-18 12:30:00,delivered
292,336,2025-07-18 14:49:00,delivered
293,345,2024-08-16 02:00:00,delivered
294,193,2025-08-10 20:36:00,delivered
295,355,2025-10-19 10:16:00,shipped
296,133,2025-11-01 08:11:00,delivered
297,53,2024-10-02 02:36:00,delivered
298,245,2025-05-27 23:49:00,delivered
299,171,2025-08-17 12:03:00,delivered
300,91,2025-07-08 12:42:00,shipped
301,369,2025-11-12 07:31:00,delivered
302,474,2024-11-12 23:09:00,delivered
303,464,2025-04-04 03:29:00,delivered
304,304,2025-01-25 02:07:00,delivered
305,42,2024-08-09 05:59:00,shipped
306,306,2025-01-29 15:39:00,cancelled
307,186,2025-10-08 17:32:00,delivered
308,344,2025-10-24 01:41:00,delivered
309,81,2025-09-17 15:32:00,shipped
310,167,2025-02-24 07:47:00,delivered
311,111,2025-10-25 14:11:00,delivered
312,355,2025-07-13 08:08:00,shipped
313,439,2025-06-27 06:37:00,delivered
314,241,2025-09-02 16:02:00,delivered
315,152,2025-03-02 02:01:00,delivered
316,441,2025-08-01 12:57:00,delivered
317,317,2024-10-10 11:11:00,delivered
318,333,2025-06-11 18:55:00,cancelled
319,258,2025-08-17 08:03:00,shipped
320,45,2024-11-19 05:18:00,cancelled
321,58,2025-08-22 15:09:00,delivered
322,211,2025-07-16 20:41:00,delivered
323,395,2025-10-03 04:22:00,delivered
324,60,2024-10-10 10:36:00,shipped
325,274,2025-04-01 00:25:00,cancelled
326,280,2025-11-06 10:41:00,delivered
327,13,2025-05-13 07:28:00,delivered
328,500,2025-06-23 06:31:00,delivered
329,111,2025-08-31 14:47:00,cancelled
330,244,2025-11-10 16:21:00,shipped
331,22,2025-09-27 09:53:00,delivered
332,465,2025-08-19 07:01:00,shipped
333,192,2025-06-23 18:01:00,delivered
334,140,2025-04-27 20:58:00,cancelled
335,328,2025-10-27 16:12:00,delivered
336,50,2025-07-01 11:52:00,shipped
337,80,2025-06-20 06:50:00,delivered
338,89,2025-08-26 00:47:00,delivered
339,218,2025-08-20 03:04:00,placed
340,155,2025-08-13 03:50:00,shipped
341,51,2025-09-26 00:33:00,delivered
342,226,2025-08-15 03:11:00,delivered
343,43,2025-04-13 03:24:00,delivered
344,203,2025-05-27 21:43:00,shipped
345,103,2025-07-21 12:07:00,delivered
346,63,2025-03-08 15:14:00,delivered
347,79,2025-04-02 19:06:00,delivered
348,162,2025-10-05 14:29:00,placed
349,221,2024-12-31 22:24:00,delivered
350,260,2024-10-27 08:31:00,delivered
351,220,2025-04-20 11:26:00,delivered
352,87,2024-09-09 10:02:00,delivered
353,414,2025-06-15 22:43:00,delivered
354,136,2024-10-18 18:25:00,delivered
355,222,2025-08-12 10:12:00,delivered
356,479,2025-07-12 20:03:00,delivered
357,422,2025-03-25 05:16:00,delivered
358,287,2025-11-10 13:41:00,cancelled
359,338,2025-07-07 20:54:00,placed
360,483,2025-10-02 04:15:00,shipped
361,74,2024-12-11 06:17:00,delivered
362,494,2025-03-21 04:23:00,delivered
363,463,2025-09-24 03:34:00,delivered
364,444,2024-11-19 15:30:00,delivered
365,233,2025-08-21 01:41:00,delivered
366,406,2025-10-28 14:30:00,delivered
367,449,2025-05-04 18:14:00,placed
368,499,2025-06-06 08:44:00,delivered
369,88,2025-10-30 03:00:00,delivered
370,439,2025-02-13 06:52:00,delivered
371,465,2025-03-07 18:43:00,delivered
372,366,2025-05-06 13:47:00,delivered
373,311,2025-10-28 19:45:00,delivered
374,68,2025-11-04 17:02:00,delivered
375,161,2024-10-14 04:31:00,delivered
376,378,2025-11-11 04:35:00,delivered
377,183,2025-11-10 17:31:00,delivered
378,93,2025-09-30 23:32:00,delivered
379,429,2025-04-11 00:05:00,delivered
380,381,2024-11-10 19:24:00,shipped
381,62,2025-03-31 13:47:00,delivered
382,289,2025-07-23 02:48:00,delivered
383,149,2025-06-08 02:58:00,delivered
384,262,2025-05-22 03:29:00,delivered
385,388,2025-08-14 19:51:00,delivered
386,3,2025-05-11 00:10:00,delivered
387,418,2024-09-02 06:54:00,placed
388,60,2025-01-20 04:47:00,delivered
389,378,2025-07-16 23:35:00,cancelled
390,263,2025-07-20 19:59:00,delivered
391,230,2025-08-22 00:10:00,delivered
392,68,2025-10-13 23:45:00,delivered
393,81,2025-07-25 03:50:00,delivered
394,59,2025-07-28 03:35:00,delivered
395,500,2024-12-10 19:39:00,delivered
396,446,2025-02-12 11:10:00,delivered
397,175,2025-03-25 05:05:00,delivered
398,484,2024-09-25 04:49:00,placed
399,366,2025-09-20 16:18:00,delivered
400,398,2025-02-08 09:05:00,placed
401,283,2025-04-06 10:48:00,delivered
402,375,2024-10-31 11:16:00,delivered
403,180,2025-03-31 21:50:00,delivered
404,32,2025-05-22 04:30:00,delivered
405,326,2025-05-22 14:44:00,cancelled
406,109,2025-06-03 01:47:00,shipped
407,249,2024-09-22 04:09:00,delivered
408,247,2025-07-14 18:28:00,cancelled
409,410,2025-07-31 19:26:00,delivered
410,330,2025-07-09 06:39:00,delivered
411,493,2024-09-07 06:15:00,delivered
412,59,2025-11-07 17:10:00,delivered
413,93,2024-09-21 01:19:00,delivered
414,253,2025-06-22 16:24:00,cancelled
415,120,2025-10-21 00:17:00,delivered
416,493,2025-10-21 14:02:00,placed
417,195,2025-11-12 20:13:00,delivered
418,386,2025-08-25 08:15:00,delivered
419,212,2025-07-08 22:45:00,delivered
420,91,2025-10-02 22:00:00,shipped
421,414,2025-08-28 07:31:00,cancelled
422,362,2025-07-25 00:12:00,cancelled
423,34,2024-12-26 18:54:00,delivered
424,349,2025-06-25 15:23:00,delivered
425,162,2024-08-05 06:21:00,shipped
426,304,2025-09-20 10:53:00,delivered
427,484,2024-11-13 19:39:00,delivered
428,194,2025-04-06 22:04:00,delivered
429,34,2024-12-07 01:35:00,shipped
430,233,2025-06-25 18:12:00,shipped
431,327,2025-06-22 11:26:00,delivered
432,150,2025-04-30 00:33:00,delivered
433,97,2025-08-13 22:44:00,cancelled
434,113,2025-10-23 20:14:00,delivered
435,285,2024-12-17 09:28:00,shipped
436,432,2025-03-13 03:01:00,delivered
437,339,2025-01-23 16:51:00,cancelled
438,307,2025-05-24 20:15:00,cancelled
439,405,2025-08-12 02:10:00,delivered
440,107,2025-02-20 06:28:00,delivered
441,118,2025-07-18 14:32:00,delivered
442,184,2025-10-18 09:53:00,delivered
443,98,2025-08-25 04:54:00,delivered
444,370,2025-09-25 10:50:00,shipped
445,296,2025-10-11 09:47:00,placed
446,301,2024-09-15 01:59:00,shipped
447,56,2025-04-13 14:40:00,delivered
448,14,2025-02-02 02:58:00,cancelled
449,168,2025-10-07 13:25:00,shipped
450,67,2025-10-10 09:27:00,delivered
451,270,2025-04-13 18:56:00,delivered
452,235,2025-05-07 21:11:00,delivered
453,342,2025-10-22 22:46:00,delivered
454,210,2025-06-01 08:13:00,delivered
455,168,2025-08-14 14:31:00,delivered
456,431,2025-01-17 00:38:00,shipped
457,184,2025-01-27 22:02:00,delivered
458,47,2024-09-02 00:00:00,delivered
459,263,2024-12-12 10:20:00,delivered
460,89,2024-08-31 20:20:00,placed
461,320,2025-04-30 02:56:00,delivered
462,171,2025-01-26 22:20:00,cancelled
463,389,2025-10-17 09:15:00,delivered
464,105,2025-08-05 07:59:00,delivered
465,106,2025-07-03 21:15:00,delivered
466,36,2025-11-01 01:40:00,cancelled
467,260,2024-11-17 23:29:00,delivered
468,140,2025-10-08 15:05:00,cancelled
469,420,2025-11-01 15:01:00,delivered
470,288,2025-07-25 02:21:00,shipped
471,158,2025-08-05 18:04:00,delivered
472,395,2025-10-21 23:22:00,delivered
473,134,2025-07-25 21:09:00,delivered
474,301,2025-04-04 13:48:00,delivered
475,358,2025-04-04 05:52:00,delivered
476,88,2025-01-27 05:45:00,shipped
477,445,2025-08-03 02:18:00,shipped
478,245,2025-06-14 03:00:00,shipped
479,193,2025-07-24 08:59:00,delivered
480,500,2025-04-25 10:51:00,shipped
481,264,2025-05-18 06:00:00,cancelled
482,311,2025-06-14 23:39:00,delivered
483,66,2025-06-18 02:19:00,delivered
484,393,2025-03-22 23:16:00,delivered
485,447,2025-02-22 18:49:00,cancelled
486,467,2025-08-28 23:46:00,delivered
487,437,2025-04-06 12:36:00,delivered
488,55,2025-05-11 17:54:00,delivered
489,307,2025-04-09 16:44:00,shipped
490,373,2025-05-09 21:58:00,delivered
491,201,2024-11-11 23:18:00,delivered
492,296,2025-01-02 22:30:00,delivered
493,348,2025-10-02 01:06:00,delivered
494,353,2025-07-22 05:41:00,delivered
495,189,2024-08-23 03:05:00,shipped
496,33,2025-08-27 17:11:00,delivered
497,93,2025-10-08 22:11:00,placed
498,44,2025-11-07 16:19:00,delivered
499,353,2024-12-05 01:15:00,placed
500,184,2025-03-21 23:39:00,delivered
501,325,2025-08-22 06:45:00,delivered
502,186,2025-10-20 08:09:00,delivered
503,302,2025-09-27 15:06:00,delivered
504,337,2024-12-25 12:36:00,delivered
505,94,2025-05-28 11:51:00,delivered
506,484,2024-11-30 18:03:00,shipped
507,316,2025-02-04 23:00:00,delivered
508,195,2025-01-23 03:21:00,cancelled
509,151,2025-03-15 00:47:00,delivered
510,180,2025-10-15 05:25:00,delivered
511,211,2024-12-23 15:00:00,shipped
512,337,2025-10-02 05:08:00,delivered
513,486,2025-06-12 21:17:00,shipped
514,177,2025-06-19 21:15:00,shipped
515,317,2025-01-12 16:11:00,delivered
516,362,2025-09-16 03:44:00,delivered
517,443,2024-10-21 13:33:00,delivered
518,138,2025-04-28 11:45:00,delivered
519,221,2025-01-31 15:23:00,delivered
520,381,2025-09-15 16:38:00,delivered
521,474,2024-12-05 17:39:00,delivered
522,467,2025-05-27 15:26:00,delivered
523,288,2025-09-15 12:38:00,delivered
524,156,2025-10-05 09:45:00,delivered
525,483,2025-10-14 04:17:00,delivered
526,324,2025-07-24 11:20:00,shipped
527,370,2025-09-05 12:41:00,delivered
528,93,2025-06-04 05:12:00,delivered
529,74,2024-11-12 07:29:00,cancelled
530,391,2025-09-29 01:08:00,delivered
531,437,2025-08-25 06:08:00,delivered
532,53,2025-06-23 13:09:00,placed
533,336,2025-03-25 21:24:00,delivered
534,40,2025-07-28 03:23:00,cancelled
535,78,2025-01-27 16:21:00,delivered
536,404,2024-07-24 04:49:00,delivered
537,66,2025-01-30 12:22:00,delivered
538,197,2024-11-22 22:26:00,delivered
539,491,2024-12-30 03:03:00,cancelled
540,108,2025-09-28 01:47:00,shipped
541,340,2025-07-17 15:53:00,delivered
542,77,2025-09-11 15:47:00,shipped
543,6,2025-05-11 13:43:00,cancelled
544,194,2025-11-07 04:47:00,delivered
545,56,2024-12-09 11:38:00,delivered
546,327,2025-10-25 07:17:00,shipped
547,499,2024-12-27 21:06:00,delivered
548,394,2025-08-28 16:33:00,cancelled
549,107,2025-11-12 19:04:00,cancelled
550,35,2025-03-22 11:22:00,shipped
551,482,2024-12-24 18:31:00,placed
552,43,2025-08-17 16:28:00,delivered
553,437,2024-12-10 12:10:00,delivered
554,329,2025-07-01 14:06:00,shipped
555,34,2025-04-08 19:31:00,delivered
556,243,2025-02-16 06:55:00,placed
557,232,2025-10-10 16:13:00,delivered
558,275,2025-08-19 05:44:00,delivered
559,135,2025-06-26 00:28:00,cancelled
560,97,2025-05-21 17:49:00,shipped
561,212,2025-05-17 11:53:00,delivered
562,45,2025-09-22 03:05:00,delivered
563,101,2025-10-06 03:22:00,cancelled
564,430,2025-10-19 13:43:00,delivered
565,425,2024-10-22 18:27:00,shipped
566,432,2025-09-10 08:53:00,delivered
567,233,2025-08-03 11:11:00,delivered
568,322,2024-09-15 18:55:00,shipped
569,252,2025-09-19 13:04:00,delivered
570,153,2024-08-20 05:42:00,delivered
571,111,2025-10-09 03:57:00,delivered
572,240,2025-09-05 15:27:00,delivered
573,217,2025-07-22 08:52:00,delivered
574,460,2025-08-02 02:28:00,shipped
575,204,2024-09-25 05:51:00,delivered
576,164,2025-08-19 22:21:00,delivered
577,350,2025-09-08 10:52:00,delivered
578,88,2025-07-23 18:24:00,delivered
579,431,2025-11-04 01:57:00,delivered
580,202,2025-03-31 14:31:00,delivered
581,423,2024-08-20 03:20:00,delivered
582,169,2025-08-19 12:17:00,delivered
583,268,2025-06-29 18:30:00,delivered
584,338,2025-08-07 06:44:00,shipped
585,336,2025-01-13 16:06:00,cancelled
586,97,2024-11-08 13:10:00,delivered
587,475,2025-07-06 11:27:00,delivered
588,207,2025-01-27 08:33:00,delivered
589,201,2025-05-10 07:46:00,delivered
590,379,2025-04-03 22:15:00,shipped
591,342,2025-06-10 10:01:00,shipped
592,24,2025-09-26 18:43:00,cancelled
593,156,2025-09-22 10:28:00,delivered
594,58,2025-03-17 16:46:00,delivered
595,185,2025-02-13 02:12:00,cancelled
596,214,2025-10-30 08:19:00,shipped
597,268,2025-11-04 19:35:00,delivered
598,3,2025-05-24 21:53:00,placed
599,376,2025-02-07 18:58:00,shipped
600,472,2025-04-01 09:11:00,delivered
601,280,2025-01-31 13:06:00,shipped
602,491,2025-09-11 02:48:00,shipped
603,237,2025-09-23 16:29:00,delivered
604,421,2025-03-27 15:44:00,delivered
605,70,2025-02-22 21:40:00,delivered
606,127,2025-02-11 15:01:00,delivered
607,75,2025-08-03 05:09:00,delivered
608,189,2025-08-13 12:24:00,delivered
609,62,2025-07-11 00:37:00,delivered
610,336,2025-01-11 20:46:00,delivered
611,295,2025-08-25 16:49:00,delivered
612,256,2025-10-27 15:20:00,delivered
613,59,2024-10-05 23:04:00,delivered
614,101,2025-03-09 14:43:00,delivered
615,415,2025-01-04 00:23:00,delivered
616,448,2024-11-11 02:08:00,delivered
617,35,2025-10-11 05:18:00,shipped
618,103,2025-04-16 01:08:00,delivered
619,455,2025-07-07 04:17:00,delivered
620,156,2025-09-16 07:01:00,cancelled
621,312,2025-10-07 21:43:00,delivered
622,122,2025-02-26 18:00:00,delivered
623,150,2024-12-28 12:30:00,delivered
624,460,2025-10-22 07:28:00,delivered
625,144,2024-11-18 04:53:00,cancelled
626,418,2025-09-17 01:15:00,delivered
627,10,2025-10-08 12:28:00,placed
628,157,2024-09-27 11:59:00,placed
629,284,2025-05-08 23:59:00,delivered
630,293,2025-05-11 19:17:00,delivered
631,226,2024-08-17 01:22:00,delivered
632,76,2025-10-10 20:03:00,delivered
633,32,2025-10-31 08:16:00,placed
634,262,2024-11-17 06:20:00,delivered
635,83,2025-04-30 09:59:00,shipped
636,290,2025-06-20 18:40:00,delivered
637,410,2025-09-12 11:14:00,delivered
638,287,2025-06-21 11:41:00,delivered
639,311,2025-03-13 09:21:00,delivered
640,461,2025-01-29 14:00:00,shipped
641,264,2025-10-09 12:57:00,delivered
642,370,2024-10-15 23:58:00,delivered
643,346,2025-08-07 12:20:00,delivered
644,417,2025-10-30 23:13:00,delivered
645,115,2025-10-14 09:58:00,delivered
646,145,2025-10-29 18:27:00,delivered
647,373,2024-11-14 05:32:00,delivered
648,301,2025-05-03 07:43:00,shipped
649,286,2025-07-26 22:11:00,placed
650,431,2025-02-26 09:42:00,delivered
651,238,2025-11-01 21:07:00,delivered
652,134,2025-08-15 13:25:00,delivered
653,400,2025-07-31 19:39:00,delivered
654,441,2025-08-28 09:51:00,shipped
655,81,2025-03-24 00:14:00,delivered
656,259,2025-08-29 23:26:00,placed
657,104,2024-12-05 20:36:00,delivered
658,373,2025-05-10 11:48:00,delivered
659,190,2025-06-11 03:41:00,delivered
660,73,2025-05-14 15:33:00,delivered
661,280,2025-06-19 20:15:00,delivered
662,86,2025-02-08 03:02:00,delivered
663,315,2025-10-15 18:41:00,shipped
